,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,label
6788,0.51,0.5,0.5,0.5,0.54,0.53,0.39,0.73,0.62,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.61,0.59,0
6789,0.53,0.5,0.5,0.5,0.54,0.53,0.41,0.51,0.66,0.57,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.6,0.58,0
6790,0.53,0.5,0.5,0.5,0.51,0.53,0.39,0.47,0.6,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0
6791,0.48,0.5,0.5,0.5,0.51,0.53,0.4,0.56,0.63,0.56,0.61,0.6,0.61,0.6,0.61,0.61,0.58,0.61,0.59,0
6792,0.48,0.5,0.5,0.5,0.48,0.53,0.4,0.56,0.59,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.58,0.61,0.58,0
6793,0.51,0.5,0.5,0.5,0.48,0.53,0.38,0.81,0.66,0.63,0.63,0.62,0.63,0.62,0.63,0.63,0.61,0.63,0.6,0
6794,0.51,0.5,0.5,0.5,0.51,0.53,0.39,0.57,0.63,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0
6795,0.5,0.5,0.5,0.5,0.48,0.53,0.4,0.63,0.52,0.56,0.61,0.6,0.61,0.6,0.61,0.61,0.6,0.61,0.59,0
6796,0.52,0.5,0.5,0.5,0.48,0.53,0.4,0.44,0.67,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.61,0.61,0.6,0
6797,0.48,0.5,0.5,0.5,0.48,0.53,0.4,0.41,0.6,0.57,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.58,0
6798,0.52,0.5,0.5,0.5,0.51,0.53,0.4,0.47,0.51,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.61,0.58,0
6799,0.49,0.5,0.5,0.5,0.48,0.53,0.41,0.51,0.47,0.59,0.6,0.6,0.6,0.59,0.6,0.6,0.58,0.6,0.57,0
6800,0.54,0.5,0.5,0.5,0.51,0.53,0.41,0.58,0.61,0.56,0.59,0.59,0.59,0.58,0.59,0.59,0.58,0.59,0.57,0
6801,0.5,0.5,0.5,0.5,0.51,0.53,0.41,0.43,0.6,0.57,0.6,0.59,0.59,0.59,0.59,0.6,0.58,0.6,0.57,0
6802,0.5,0.5,0.5,0.5,0.48,0.53,0.42,0.63,0.77,0.56,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.59,0.55,0
6803,0.5,0.5,0.5,0.5,0.48,0.53,0.42,0.47,0.59,0.56,0.59,0.59,0.59,0.58,0.59,0.59,0.58,0.59,0.55,0
6804,0.52,0.5,0.5,0.5,0.48,0.53,0.41,0.48,0.52,0.59,0.6,0.59,0.6,0.59,0.6,0.6,0.58,0.59,0.56,0
6805,0.48,0.5,0.5,0.5,0.48,0.53,0.42,0.58,0.63,0.57,0.59,0.59,0.59,0.59,0.59,0.59,0.57,0.59,0.55,0
6806,0.53,0.5,0.5,0.5,0.48,0.53,0.41,0.49,0.61,0.57,0.6,0.6,0.6,0.59,0.6,0.6,0.58,0.59,0.56,0
6807,0.48,0.5,0.5,0.5,0.51,0.53,0.41,0.61,0.61,0.54,0.6,0.6,0.6,0.59,0.6,0.6,0.58,0.6,0.57,0
6808,0.49,0.5,0.5,0.5,0.51,0.53,0.41,0.41,0.52,0.57,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.56,0
6809,0.5,0.5,0.5,0.5,0.51,0.53,0.41,0.47,0.59,0.56,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.59,0.57,0
6810,0.48,0.5,0.5,0.5,0.48,0.53,0.4,0.47,0.62,0.57,0.61,0.6,0.6,0.6,0.6,0.61,0.61,0.6,0.58,0
6811,0.51,0.5,0.5,0.5,0.48,0.53,0.4,0.61,0.54,0.57,0.61,0.6,0.6,0.6,0.6,0.61,0.6,0.6,0.58,0
6812,0.51,0.5,0.5,0.5,0.51,0.53,0.41,0.71,0.57,0.56,0.6,0.59,0.6,0.59,0.6,0.6,0.58,0.6,0.56,0
6813,0.51,0.5,0.5,0.5,0.54,0.53,0.41,0.53,0.52,0.57,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.56,0
6814,0.52,0.5,0.5,0.5,0.51,0.53,0.41,0.53,0.61,0.56,0.6,0.6,0.6,0.59,0.6,0.6,0.58,0.6,0.55,0
6815,0.56,0.5,0.5,0.5,0.48,0.53,0.41,0.75,0.59,0.57,0.6,0.59,0.6,0.59,0.6,0.6,0.58,0.59,0.55,0
6816,0.48,0.5,0.5,0.5,0.51,0.53,0.41,0.46,0.56,0.57,0.6,0.6,0.6,0.59,0.6,0.6,0.58,0.6,0.56,0
6817,0.48,0.5,0.5,0.5,0.48,0.53,0.41,0.56,0.65,0.56,0.6,0.6,0.6,0.6,0.6,0.6,0.58,0.59,0.57,0
6818,0.53,0.5,0.5,0.5,0.54,0.53,0.4,0.83,0.62,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.58,0
6819,0.47,0.5,0.5,1.0,0.67,0.53,0.38,0.83,0.56,0.61,0.61,0.61,0.61,0.6,0.61,0.61,0.61,0.62,0.58,0
6820,0.49,0.5,0.5,0.63,0.54,0.53,0.4,0.62,0.58,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.6,0.58,0
6821,0.5,0.5,0.5,1.0,0.48,0.53,0.4,0.5,0.55,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.61,0.58,0
6822,0.54,0.5,0.5,0.8,0.51,0.53,0.4,0.34,0.71,0.59,0.61,0.6,0.61,0.6,0.61,0.61,0.58,0.6,0.58,0
6823,0.54,0.5,0.5,0.5,0.51,0.53,0.4,0.51,0.56,0.57,0.61,0.6,0.6,0.6,0.6,0.61,0.6,0.6,0.58,0
6824,0.58,0.5,0.5,0.5,0.48,0.53,0.4,0.56,0.54,0.57,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.61,0.58,0
6825,0.49,0.5,0.5,0.5,0.51,0.53,0.4,0.74,0.6,0.57,0.61,0.61,0.61,0.6,0.61,0.61,0.58,0.61,0.58,0
6826,0.48,0.5,0.5,0.5,0.51,0.53,0.4,0.36,0.56,0.57,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.57,0
6827,0.5,0.5,0.5,0.5,0.48,0.53,0.41,0.43,0.6,0.57,0.6,0.6,0.6,0.6,0.6,0.6,0.58,0.6,0.58,0
6828,0.53,0.5,0.5,0.5,0.48,0.53,0.4,0.5,0.55,0.59,0.6,0.6,0.6,0.6,0.6,0.61,0.6,0.6,0.58,0
6829,0.53,0.5,0.5,0.5,0.48,0.53,0.41,0.65,0.72,0.57,0.6,0.6,0.6,0.59,0.6,0.6,0.58,0.6,0.57,0
6830,0.55,0.5,0.5,0.5,0.51,0.53,0.41,0.65,0.61,0.56,0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.59,0.59,0
6831,0.54,0.5,0.5,0.54,0.51,0.53,0.42,0.5,0.59,0.56,0.59,0.59,0.59,0.58,0.59,0.59,0.58,0.59,0.59,0
6832,0.5,0.5,0.5,0.5,0.48,0.53,0.42,0.52,0.54,0.56,0.59,0.59,0.59,0.58,0.59,0.59,0.58,0.59,0.58,0
6833,0.49,0.5,0.5,0.54,0.48,0.53,0.41,0.54,0.54,0.57,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.59,0.58,0
6834,0.46,0.5,0.5,0.5,0.51,0.53,0.41,0.62,0.6,0.57,0.6,0.59,0.6,0.59,0.6,0.6,0.6,0.6,0.58,0
6835,0.52,0.5,0.5,0.5,0.48,0.53,0.41,0.66,0.55,0.57,0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.59,0.59,0
6836,0.51,0.5,0.5,0.5,0.51,0.53,0.42,0.39,0.58,0.56,0.58,0.58,0.58,0.58,0.58,0.59,0.58,0.58,0.57,0
6837,0.55,0.5,0.5,0.5,0.48,0.53,0.42,0.48,0.58,0.56,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0
6838,0.5,0.5,0.5,0.5,0.54,0.53,0.41,0.5,0.65,0.57,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.59,0.58,0
6839,0.52,0.5,0.5,0.5,0.48,0.53,0.42,0.69,0.67,0.56,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0
6840,0.56,0.5,0.5,0.54,0.48,0.53,0.42,0.63,0.54,0.56,0.59,0.59,0.59,0.58,0.59,0.59,0.58,0.59,0.57,0
6841,0.5,0.5,0.5,0.67,0.51,0.53,0.41,0.57,0.55,0.56,0.59,0.59,0.59,0.58,0.59,0.59,0.58,0.59,0.57,0
6842,0.51,0.5,0.5,0.54,0.51,0.53,0.42,0.64,0.57,0.56,0.59,0.59,0.59,0.58,0.59,0.59,0.58,0.59,0.57,0
6843,0.55,0.5,0.5,0.5,0.54,0.53,0.41,0.88,0.6,0.57,0.59,0.59,0.59,0.58,0.59,0.59,0.6,0.59,0.58,0
6844,0.48,0.5,0.5,0.5,0.51,0.53,0.42,0.6,0.57,0.56,0.59,0.59,0.59,0.58,0.59,0.59,0.6,0.59,0.58,0
6845,0.5,0.5,0.5,0.5,0.51,0.53,0.41,0.73,0.6,0.56,0.59,0.59,0.59,0.58,0.59,0.59,0.58,0.6,0.58,0
6846,0.52,0.5,0.5,0.5,0.48,0.53,0.4,0.53,0.52,0.57,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.59,0
6847,0.53,0.5,0.5,0.89,0.51,0.53,0.41,0.56,0.62,0.57,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.59,0
6848,0.53,0.5,0.5,0.5,0.48,0.53,0.4,0.42,0.57,0.57,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.57,0
6849,0.51,0.5,0.5,0.63,0.51,0.53,0.4,0.64,0.52,0.56,0.6,0.6,0.6,0.59,0.6,0.6,0.58,0.6,0.58,0
6850,0.46,0.5,0.5,0.5,0.54,0.53,0.4,0.66,0.61,0.59,0.61,0.6,0.6,0.59,0.6,0.61,0.6,0.61,0.59,0
6851,0.53,0.5,0.5,0.5,0.48,0.53,0.39,0.55,0.57,0.61,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.61,0.59,0
6852,0.5,0.5,0.5,0.5,0.51,0.53,0.39,0.97,0.68,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.61,0.58,0
6853,0.55,0.5,0.5,0.54,0.48,0.53,0.39,0.98,0.66,0.65,0.62,0.61,0.61,0.6,0.61,0.62,0.6,0.61,0.59,0
6854,0.51,0.5,0.5,0.5,0.51,0.53,0.38,1.0,0.65,0.61,0.63,0.62,0.62,0.61,0.62,0.63,0.61,0.63,0.6,0
6855,0.51,0.5,0.5,0.5,0.48,0.53,0.37,0.6,0.62,0.63,0.63,0.63,0.63,0.61,0.63,0.63,0.6,0.63,0.6,0
6856,0.5,0.5,0.5,0.5,0.51,0.53,0.36,0.46,0.68,0.67,0.64,0.64,0.64,0.63,0.64,0.64,0.63,0.64,0.62,0
6857,0.48,0.5,0.5,0.5,0.51,0.53,0.35,0.56,0.72,0.67,0.66,0.65,0.65,0.64,0.65,0.65,0.64,0.65,0.62,0
6858,0.5,0.5,0.5,0.5,0.48,0.53,0.34,0.85,0.68,0.7,0.66,0.66,0.66,0.65,0.66,0.66,0.64,0.66,0.62,0
6859,0.56,0.5,0.5,0.5,0.51,0.53,0.33,0.59,0.76,0.7,0.68,0.67,0.67,0.67,0.67,0.68,0.67,0.68,0.64,0
6860,0.51,0.5,0.5,0.5,0.61,0.53,0.32,0.5,0.63,0.72,0.68,0.68,0.68,0.67,0.68,0.68,0.66,0.68,0.64,0
6861,0.51,0.5,0.5,0.5,0.51,0.53,0.31,0.86,0.64,0.7,0.69,0.69,0.69,0.68,0.69,0.69,0.67,0.69,0.65,0
6862,0.53,0.5,0.5,0.54,0.51,0.53,0.29,0.76,0.67,0.72,0.71,0.71,0.71,0.7,0.71,0.71,0.7,0.71,0.67,0
6863,0.54,0.5,0.5,0.5,0.51,0.53,0.28,0.76,0.79,0.72,0.72,0.72,0.72,0.71,0.72,0.72,0.72,0.72,0.68,0
6864,0.53,0.5,0.5,0.5,0.51,0.77,0.27,0.61,0.79,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.72,0.73,0.69,0
6865,0.54,0.5,0.5,0.5,0.48,0.77,0.26,0.8,0.72,0.74,0.75,0.75,0.75,0.75,0.75,0.75,0.72,0.75,0.7,0
6866,0.52,0.5,0.5,0.5,0.54,0.77,0.22,0.73,0.65,0.76,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.76,0
6867,0.49,0.5,0.5,0.5,0.51,0.77,0.21,0.75,0.69,0.81,0.79,0.79,0.79,0.8,0.79,0.79,0.77,0.8,0.78,0
6868,0.53,0.5,0.5,0.5,0.51,0.77,0.19,0.65,0.83,0.83,0.81,0.81,0.81,0.82,0.81,0.81,0.8,0.82,0.76,0
6869,0.51,0.5,0.5,0.54,0.51,1.0,0.18,0.74,0.74,0.85,0.82,0.82,0.82,0.83,0.82,0.82,0.78,0.82,0.77,0
6870,0.53,0.5,0.5,0.54,0.48,1.0,0.16,0.75,0.83,0.87,0.84,0.85,0.84,0.86,0.84,0.84,0.83,0.85,0.8,0
6871,0.55,0.5,0.5,0.5,0.54,0.77,0.15,0.8,0.8,0.88,0.85,0.85,0.85,0.87,0.85,0.85,0.84,0.85,0.81,0
6872,0.54,0.5,0.5,0.5,0.51,1.0,0.14,0.61,0.78,0.9,0.86,0.87,0.87,0.89,0.87,0.86,0.86,0.87,0.82,0
6873,0.53,0.5,0.5,0.5,0.51,1.0,0.12,0.75,0.83,0.9,0.88,0.89,0.88,0.91,0.88,0.88,0.87,0.88,0.85,0
6874,0.55,0.5,0.5,0.5,0.51,1.0,0.12,0.76,1.0,0.92,0.87,0.88,0.88,0.91,0.88,0.87,0.89,0.88,0.83,0
6875,0.51,0.5,0.5,0.5,0.48,1.0,0.12,0.69,0.88,0.88,0.88,0.89,0.88,0.91,0.88,0.88,0.87,0.89,0.82,0
6876,0.54,0.5,0.5,0.5,0.51,1.0,0.11,0.85,0.92,0.9,0.89,0.89,0.89,0.91,0.89,0.89,0.89,0.89,0.86,0
6877,0.5,0.5,0.5,0.5,0.48,0.77,0.09,0.74,0.95,0.9,0.9,0.91,0.91,0.93,0.91,0.9,0.93,0.91,1.0,0
6878,0.54,0.5,0.5,0.5,0.51,1.0,0.09,0.79,0.91,0.92,0.9,0.91,0.9,0.93,0.9,0.9,0.92,0.91,1.0,0
6879,0.51,0.5,0.5,0.5,0.48,1.0,0.08,0.7,0.93,0.9,0.9,0.92,0.91,0.95,0.91,0.9,0.98,0.92,1.0,0
6880,0.52,0.5,0.5,0.5,0.51,1.0,0.08,0.72,1.0,0.92,0.91,0.92,0.91,0.95,0.91,0.91,0.96,0.92,1.0,0
6881,0.53,0.5,0.5,0.5,0.51,1.0,0.09,0.75,0.84,0.92,0.91,0.92,0.91,0.95,0.91,0.91,0.93,0.91,0.97,0
6882,0.52,0.5,0.5,0.5,0.48,1.0,0.07,0.98,0.83,0.92,0.92,0.93,0.92,0.96,0.92,0.92,0.98,0.93,1.0,0
6883,0.49,0.5,0.5,0.5,0.51,1.0,0.08,0.88,0.81,0.9,0.91,0.92,0.92,0.95,0.92,0.91,0.98,0.92,1.0,0
6884,0.51,0.5,0.5,0.5,0.54,1.0,0.1,0.85,0.96,0.9,0.89,0.9,0.89,0.92,0.89,0.89,0.95,0.89,1.0,0
6885,0.57,0.5,0.5,0.5,0.51,1.0,0.09,0.94,1.0,0.9,0.9,0.91,0.91,0.94,0.9,0.9,0.96,0.91,1.0,0
6886,0.49,0.5,0.5,0.5,0.48,1.0,0.09,0.84,0.97,0.92,0.89,0.9,0.9,0.93,0.9,0.89,0.93,0.9,1.0,0
6887,0.5,0.5,0.5,0.5,0.48,1.0,0.11,1.0,0.9,0.9,0.89,0.9,0.89,0.92,0.89,0.89,0.9,0.89,1.0,0
6888,0.46,0.5,0.5,0.5,0.51,1.0,0.11,0.92,0.93,0.9,0.88,0.89,0.88,0.91,0.88,0.88,0.92,0.89,0.94,0
6889,0.56,0.5,0.5,0.5,0.48,1.0,0.13,1.0,0.92,0.9,0.86,0.87,0.86,0.89,0.86,0.86,0.9,0.87,0.94,0
6890,0.54,0.5,0.5,0.5,0.51,1.0,0.15,0.75,0.9,0.88,0.85,0.86,0.85,0.87,0.85,0.85,0.87,0.85,0.92,0
6891,0.49,0.5,0.5,0.5,0.48,1.0,0.15,0.75,0.76,0.88,0.85,0.85,0.85,0.87,0.85,0.85,0.87,0.85,0.92,0
6892,0.48,0.5,0.5,0.5,0.48,1.0,0.18,0.87,0.8,0.85,0.82,0.83,0.82,0.84,0.82,0.82,0.83,0.82,0.87,0
6893,0.55,0.5,0.5,0.5,0.48,1.0,0.2,0.69,0.75,0.81,0.8,0.81,0.8,0.82,0.8,0.8,0.81,0.81,0.86,0
6894,0.49,0.5,0.5,0.5,0.51,0.77,0.22,0.99,0.8,0.79,0.78,0.78,0.78,0.79,0.78,0.78,0.81,0.78,0.83,0
6895,0.46,0.5,0.5,0.5,0.54,0.77,0.23,0.88,0.8,0.76,0.77,0.77,0.77,0.78,0.77,0.77,0.81,0.77,0.81,0
6896,0.52,0.5,0.5,0.5,0.48,0.77,0.26,0.84,0.78,0.72,0.74,0.74,0.74,0.75,0.74,0.74,0.75,0.74,0.78,0
6897,0.48,0.5,0.5,0.5,0.51,0.77,0.28,0.84,0.65,0.72,0.72,0.73,0.72,0.73,0.72,0.72,0.75,0.72,0.77,0
6898,0.51,0.5,0.5,0.5,0.54,0.77,0.31,0.54,0.67,0.72,0.7,0.7,0.7,0.69,0.7,0.7,0.73,0.7,0.75,0
6899,0.51,0.5,0.5,0.5,0.51,0.53,0.32,0.7,0.65,0.7,0.68,0.68,0.68,0.67,0.68,0.68,0.7,0.68,0.71,0
6900,0.55,0.5,0.5,0.5,0.51,0.53,0.35,0.74,0.74,0.7,0.66,0.65,0.66,0.65,0.66,0.66,0.67,0.66,0.69,0
6901,0.49,0.5,0.5,0.5,0.48,0.53,0.36,0.86,0.77,0.67,0.64,0.64,0.64,0.63,0.64,0.64,0.63,0.64,0.66,0
6902,0.54,0.5,0.5,0.5,0.51,0.53,0.39,0.68,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.63,0
6903,0.46,0.5,0.5,0.5,0.48,0.53,0.41,0.51,0.58,0.56,0.59,0.59,0.59,0.58,0.59,0.59,0.61,0.59,0.62,0
6904,0.49,0.5,0.5,0.5,0.51,0.53,0.43,0.52,0.58,0.56,0.57,0.57,0.57,0.56,0.57,0.57,0.57,0.57,0.59,0
6905,0.53,0.5,0.5,0.5,0.51,0.53,0.45,0.47,0.6,0.54,0.56,0.55,0.55,0.55,0.55,0.56,0.58,0.55,0.59,0
6906,0.53,0.5,0.5,0.5,0.51,0.53,0.46,0.68,0.53,0.54,0.54,0.54,0.54,0.53,0.54,0.54,0.57,0.55,0.58,0
6907,0.48,0.5,0.5,0.5,0.51,0.53,0.49,0.63,0.46,0.54,0.52,0.51,0.51,0.5,0.51,0.52,0.52,0.51,0.56,0
6908,0.5,0.5,0.5,0.5,0.51,0.29,0.51,0.67,0.44,0.54,0.49,0.49,0.49,0.48,0.49,0.5,0.49,0.49,0.53,0
6909,0.48,0.5,0.5,0.5,0.51,0.53,0.53,0.46,0.45,0.48,0.47,0.47,0.47,0.46,0.47,0.47,0.46,0.47,0.49,0
6910,0.49,0.5,0.5,0.54,0.51,0.29,0.55,0.53,0.43,0.48,0.46,0.46,0.46,0.44,0.46,0.46,0.48,0.46,0.48,0
6911,0.49,0.5,0.5,0.5,0.48,0.29,0.56,0.33,0.65,0.45,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.49,0
6912,0.48,0.5,0.5,0.5,0.48,0.3,0.58,0.67,0.44,0.4,0.43,0.42,0.42,0.41,0.42,0.43,0.44,0.42,0.47,0
6913,0.48,0.5,0.5,0.5,0.48,0.3,0.6,0.43,0.46,0.35,0.41,0.4,0.4,0.39,0.4,0.41,0.42,0.41,0.42,0
6914,0.51,0.5,0.5,0.5,0.52,0.3,0.61,0.45,0.35,0.35,0.4,0.39,0.39,0.38,0.39,0.4,0.42,0.4,0.42,0
6915,0.49,0.5,0.5,0.5,0.52,0.3,0.63,0.56,0.4,0.35,0.37,0.37,0.37,0.36,0.37,0.37,0.41,0.37,0.4,0
6916,0.48,0.5,0.5,0.5,0.48,0.3,0.65,0.31,0.27,0.35,0.36,0.36,0.36,0.35,0.36,0.36,0.39,0.36,0.38,0
6917,0.49,0.5,0.5,0.5,0.48,0.3,0.65,0.4,0.34,0.35,0.35,0.35,0.35,0.34,0.35,0.35,0.36,0.35,0.38,0
6918,0.49,0.5,0.5,0.5,0.48,0.3,0.66,0.5,0.36,0.35,0.34,0.34,0.34,0.33,0.34,0.34,0.33,0.34,0.35,0
6919,0.48,0.5,0.5,0.5,0.48,0.3,0.67,0.32,0.41,0.35,0.33,0.33,0.33,0.33,0.33,0.33,0.31,0.33,0.35,0
6920,0.49,0.5,0.5,0.5,0.52,0.3,0.68,0.3,0.43,0.35,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.32,0.34,0
6921,0.49,0.5,0.5,0.5,0.48,0.3,0.7,0.21,0.27,0.35,0.31,0.31,0.31,0.3,0.31,0.31,0.3,0.31,0.34,0
6922,0.57,0.5,0.5,0.5,0.48,0.3,0.7,0.28,0.27,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.32,0
6923,0.51,0.5,0.5,0.5,0.52,0.3,0.71,0.21,0.27,0.35,0.3,0.29,0.3,0.29,0.3,0.3,0.28,0.3,0.29,0
6924,0.48,0.5,0.5,0.5,0.48,0.3,0.72,0.38,0.27,0.35,0.29,0.28,0.28,0.28,0.28,0.29,0.28,0.29,0.29,0
6925,0.5,0.5,0.5,0.5,0.48,0.3,0.73,0.29,0.25,0.35,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0
6926,0.47,0.5,0.5,0.5,0.48,0.3,0.73,0.37,0.3,0.35,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0.27,0.27,0
6927,0.47,0.5,0.5,0.5,0.48,0.3,0.74,0.28,0.28,0.33,0.26,0.26,0.26,0.26,0.26,0.26,0.28,0.26,0.27,0
6928,0.47,0.5,0.5,0.5,0.48,0.3,0.74,0.47,0.22,0.31,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.26,0.27,0
6929,0.48,0.5,0.5,0.5,0.48,0.3,0.75,0.41,0.25,0.31,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.25,0.26,0
6930,0.48,0.5,0.5,0.5,0.45,0.3,0.76,0.18,0.24,0.26,0.24,0.24,0.24,0.25,0.24,0.24,0.27,0.24,0.24,0
6931,0.49,0.5,0.5,0.5,0.48,0.3,0.77,0.21,0.21,0.24,0.23,0.24,0.23,0.24,0.23,0.23,0.25,0.24,0.22,0
6932,0.48,0.5,0.5,0.5,0.48,0.3,0.77,0.15,0.24,0.26,0.23,0.24,0.23,0.24,0.23,0.23,0.27,0.24,0.23,0
6933,0.48,0.5,0.5,0.5,0.48,0.3,0.77,0.34,0.18,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.25,0.23,0.22,0
6934,0.48,0.5,0.5,0.5,0.48,0.3,0.78,0.31,0.18,0.24,0.22,0.23,0.22,0.23,0.22,0.22,0.23,0.23,0.23,0
6935,0.47,0.5,0.5,0.5,0.48,0.3,0.78,0.25,0.22,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.22,0.22,0
6936,0.47,0.5,0.5,0.5,0.48,0.3,0.79,0.26,0.23,0.21,0.21,0.22,0.22,0.23,0.22,0.21,0.22,0.22,0.2,0
6937,0.48,0.5,0.5,0.5,0.45,0.3,0.79,0.08,0.2,0.21,0.21,0.21,0.21,0.22,0.21,0.21,0.2,0.21,0.18,0
6938,0.48,0.5,0.5,0.5,0.48,0.3,0.79,0.2,0.24,0.19,0.21,0.21,0.21,0.22,0.21,0.21,0.2,0.21,0.21,0
6939,0.48,0.5,1.0,0.5,0.93,0.3,0.68,0.3,0.24,0.23,0.2,0.21,0.21,0.22,0.21,0.2,0.31,0.21,0.26,0
6940,0.48,0.5,1.0,0.5,0.83,0.3,0.69,0.45,0.44,0.23,0.2,0.2,0.2,0.22,0.2,0.2,0.25,0.2,0.24,0
6941,0.48,0.5,0.5,0.5,0.48,0.3,0.81,0.31,0.33,0.17,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.19,0
6942,0.48,0.5,0.5,0.5,0.48,0.3,0.8,0.3,0.25,0.17,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0
6943,0.48,0.5,0.5,0.5,0.48,0.3,0.81,0.35,0.17,0.17,0.19,0.2,0.19,0.21,0.19,0.19,0.19,0.19,0.19,0
6944,0.48,0.5,0.5,0.5,0.48,0.3,0.81,0.15,0.21,0.17,0.19,0.2,0.19,0.21,0.19,0.19,0.2,0.19,0.2,0
6945,0.47,0.5,0.5,0.5,0.48,0.3,0.81,0.35,0.23,0.17,0.19,0.19,0.19,0.21,0.19,0.19,0.2,0.19,0.19,0
6946,0.48,0.5,0.5,0.5,0.45,0.3,0.81,0.24,0.23,0.17,0.19,0.19,0.19,0.21,0.19,0.19,0.19,0.19,0.19,0
6947,0.48,0.5,0.5,0.5,0.48,0.3,0.82,0.3,0.19,0.17,0.18,0.19,0.19,0.2,0.19,0.18,0.14,0.19,0.17,0
6948,0.47,0.5,0.5,0.5,0.48,0.3,0.82,0.28,0.2,0.17,0.18,0.19,0.19,0.2,0.19,0.18,0.17,0.19,0.19,0
6949,0.48,0.5,0.5,0.5,0.48,0.3,0.82,0.27,0.2,0.17,0.18,0.19,0.18,0.2,0.18,0.18,0.17,0.19,0.19,0
6950,0.47,0.5,0.5,0.5,0.45,0.3,0.82,0.25,0.14,0.17,0.18,0.19,0.19,0.2,0.19,0.18,0.19,0.19,0.19,0
6951,0.48,0.5,0.5,0.5,0.45,0.3,0.82,0.32,0.15,0.17,0.18,0.19,0.18,0.2,0.18,0.18,0.19,0.19,0.19,0
6952,0.47,0.5,0.5,0.5,0.45,0.3,0.82,0.3,0.17,0.17,0.18,0.18,0.18,0.2,0.18,0.18,0.16,0.18,0.17,0
6953,0.48,0.5,0.5,0.5,0.48,0.3,0.82,0.25,0.19,0.17,0.18,0.18,0.18,0.2,0.18,0.18,0.16,0.18,0.16,0
6954,0.47,0.5,0.5,0.5,0.48,0.3,0.82,0.45,0.17,0.17,0.18,0.18,0.18,0.2,0.18,0.18,0.17,0.18,0.18,0
6955,0.47,0.5,0.5,0.5,0.45,0.3,0.83,0.36,0.17,0.17,0.17,0.18,0.17,0.19,0.17,0.17,0.14,0.18,0.16,0
6956,0.48,0.5,0.5,0.5,0.48,0.3,0.82,0.24,0.18,0.17,0.18,0.18,0.18,0.2,0.18,0.18,0.16,0.18,0.16,0
6957,0.47,0.5,0.5,0.5,0.45,0.3,0.83,0.25,0.37,0.17,0.17,0.18,0.18,0.2,0.18,0.17,0.14,0.18,0.15,0
6958,0.47,0.5,0.5,0.5,0.48,0.3,0.83,0.19,0.16,0.17,0.17,0.18,0.17,0.19,0.17,0.17,0.14,0.17,0.15,0
6959,0.47,0.5,0.5,0.5,0.48,0.3,0.83,0.24,0.22,0.17,0.17,0.18,0.18,0.2,0.18,0.17,0.16,0.18,0.15,0
