Data,ClassEntropy,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilityMin,ClassProbabilitySTD,DatasetRatio,InverseDatasetRatio,KurtosisMax,KurtosisMean,KurtosisMin,KurtosisSTD,Landmark1NN,LandmarkDecisionNodeLearner,LandmarkDecisionTree,LandmarkLDA,LandmarkNaiveBayes,LandmarkRandomNodeLearner,LogDatasetRatio,LogInverseDatasetRatio,LogNumberOfFeatures,LogNumberOfInstances,NumberOfCategoricalFeatures,NumberOfClasses,NumberOfFeatures,NumberOfFeaturesWithMissingValues,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,PCAFractionOfComponentsFor95PercentVariance,PCAKurtosisFirstPC,PCASkewnessFirstPC,PercentageOfFeaturesWithMissingValues,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,RatioNominalToNumerical,RatioNumericalToNominal,SkewnessMax,SkewnessMean,SkewnessMin,SkewnessSTD,SymbolsMax,SymbolsMean,SymbolsMin,SymbolsSTD,SymbolsSum
911,0.989587521,0.56,0.5,0.44,0.06,0.02,50,-0.509623406,-0.995025181,-1.314198494,0.289746927,0.824,0.776,0.884,0.692,0.808,0.548,-3.912023005,3.912023005,1.609437912,5.521460918,0,2,5,0,250,0,0,5,0.8,-0.919036627,-0.112516202,0,0,0,0,0,0.561769664,0.075590857,-0.134919524,0.251306809,0,0,0,0,0
912,0.97954382,0.584,0.5,0.416,0.084,0.005,200,0.205302715,-0.822049608,-1.214245149,0.534954035,0.895022702,0.80110461,0.9020021,0.737209521,0.829166817,0.600049005,-5.298317367,5.298317367,1.609437912,6.907755279,0,2,5,0,1000,0,0,5,0.8,-0.683471203,0.157411352,0,0,0,0,0,0.665595591,0.130851288,-0.064398497,0.271059675,0,0,0,0,0
913,0.981453895,0.58,0.5,0.42,0.08,0.01,100,0.239459038,-0.998627031,-1.216993809,0.428064094,0.773,0.787,0.884,0.726,0.795,0.58,-4.605170186,4.605170186,2.302585093,6.907755279,0,2,10,0,1000,0,0,10,0.8,-0.750687122,-0.237083048,0,0,0,0,0,0.740350366,0.09590226,-0.07198099,0.223845158,0,0,0,0,0
914,0.7964999,0.75912044,0.5,0.24087956,0.25912044,0.00049975,2001,16.9214339,16.9214339,16.9214339,0,0.778658554,0.759123178,0.83410139,0.837603903,0.83560139,0.759123178,-7.601402335,7.601402335,0,7.601402335,0,2,1,0,2001,0,0,1,1,16.9214344,-2.914153814,0,0,0,0,0,-2.914153814,-2.914153814,-2.914153814,0,0,0,0,0,0
915,0.982474087,0.577777778,0.5,0.422222222,0.077777778,0.041269841,24.23076923,227.4212367,30.20649026,-0.876769683,66.62453495,0.523802542,0.571401515,0.531518817,0.613135386,0.479316349,0.577853128,-3.187623281,3.187623281,2.564949357,5.752572639,3,2,13,0,315,0,0,10,0.666666667,2.1183328,1.026248913,0,0,0,0.3,3.333333333,14.15644317,3.090531207,0.297552002,3.868638043,3,2.666666667,2,0.471404521,8
916,0.989587521,0.56,0.5,0.44,0.06,0.05,20,0.90482428,-0.333241498,-1.195059803,0.776201997,0.807474747,0.543131313,0.732727273,0.678383838,0.627979798,0.667272727,-2.995732274,2.995732274,1.609437912,4.605170186,0,2,5,0,100,0,0,5,0.6,-0.220767975,-0.63586235,0,0,0,0,0,1.291078329,0.326846284,-0.289699048,0.635497199,0,0,0,0,0
917,0.993885872,0.546,0.5,0.454,0.046,0.025,40,-0.801787615,-1.178369882,-1.256096244,0.081465312,0.601047405,0.697036004,0.848878088,0.646041504,0.639911191,0.659942894,-3.688879454,3.688879454,3.218875825,6.907755279,0,2,25,0,1000,0,0,25,0.92,-0.808152437,-0.052764595,0,0,0,0,0,0.125581518,0.006202181,-0.073127754,0.045027951,0,0,0,0,0
918,0.995378439,0.54,0.5,0.46,0.04,0.2,5,2.199252272,-1.0552838,-1.360066772,0.534551775,0.55224359,0.736538462,0.692948718,0.628525641,0.634935897,0.487820513,-1.609437912,1.609437912,3.912023005,5.521460918,0,2,50,0,250,0,0,50,0.84,-0.285134315,0.535202086,0,0,0,0,0,1.456933022,0.062639626,-0.164225653,0.261827963,0,0,0,0,0
919,0.998195879,0.525,0.5,0.475,0.025,0.025,40,-1.062131524,-1.062131524,-1.062131524,0,0.91,0.815,0.91,0.87,0.845,0.815,-3.688879454,3.688879454,0,3.688879454,0,2,1,0,40,0,0,1,1,-1.062131524,-0.039111681,0,0,0,0,0,-0.039111681,-0.039111681,-0.039111681,0,0,0,0,0,0
920,0.976500469,0.59,0.5,0.41,0.09,0.1,10,0.384539604,-1.159213066,-1.29915849,0.237412026,0.595678271,0.791756703,0.833653461,0.691796719,0.791756703,0.590036014,-2.302585093,2.302585093,3.912023005,6.214608098,0,2,50,0,500,0,0,50,0.88,-0.650113106,-0.260253161,0,0,0,0,0,0.823249578,0.027087399,-0.153389931,0.135975346,0,0,0,0,0
921,0.932707613,0.651515152,0.5,0.348484848,0.151515152,0.022727273,44,1.888952543,0.343856116,-1.20124031,1.545096426,0.953571429,0.892857143,0.954761905,0.938095238,0.916666667,0.611904762,-3.784189634,3.784189634,1.098612289,4.882801923,1,2,3,0,132,0,0,2,0.6,0.249373666,-0.749056395,0,0,0,0.5,2,1.547720986,0.773860493,-3.36E-17,0.773860493,3,3,3,0,3
922,0.981453895,0.58,0.5,0.42,0.08,0.5,2,-0.004884719,-1.15203663,-1.433489799,0.199569284,0.639090909,0.827070707,0.828080808,0.664545455,0.727676768,0.532929293,-0.693147181,0.693147181,3.912023005,4.605170186,0,2,50,0,100,0,0,50,0.76,0.161618233,0.503087223,0,0,0,0,0,0.69388181,-0.007539289,-0.295363456,0.193032246,0,0,0,0,0
923,0.992759369,0.550052077,0.5,0.449947923,0.050052077,0.000462909,2160.25,-0.007978217,-0.789011671,-1.264314435,0.556595972,0.997685317,0.882998759,0.999652912,0.962504796,0.691586086,0.550052077,-7.677979235,7.677979235,1.386294361,9.064273596,1,2,4,0,8641,0,0,3,0.8,-0.921860064,0.312418641,0,0,0,0.333333333,3,0.56149773,0.255940856,0.018175997,0.226930891,2,2,2,0,2
924,1,0.5,0.5,0.5,0,0.007692308,130,-1.256897688,-1.256897688,-1.256897688,0,0.867857143,0.894047619,0.860714286,0.885714286,0.877380952,0.894047619,-4.86753445,4.86753445,0,4.86753445,0,2,1,0,130,0,0,1,1,-1.256897688,-0.346332431,0,0,0,0,0,-0.346332431,-0.346332431,-0.346332431,0,0,0,0,0,0
925,0.99495369,0.541795666,0.5,0.458204334,0.041795666,0.012383901,80.75,-0.164316177,-0.618313476,-0.917971373,0.293049122,0.947128543,0.804927297,0.938037634,0.934817937,0.947033847,0.77729411,-4.391357962,4.391357962,1.386294361,5.777652323,0,2,4,0,323,0,0,4,0.75,-0.846714258,0.106498644,0,0,0,0,0,0.021762269,-0.149641377,-0.613377273,0.268243485,0,0,0,0,0
926,0.999711442,0.51,0.5,0.49,0.01,0.05,20,-1.026265386,-1.180514638,-1.30296278,0.059104126,0.615766307,0.625810324,0.76022409,0.78987595,0.809483794,0.647378952,-2.995732274,2.995732274,3.218875825,6.214608098,0,2,25,0,500,0,0,25,0.96,-0.157830477,-0.020759575,0,0,0,0,0,0.14601405,0.017776542,-0.144588202,0.061617253,0,0,0,0,0
927,0.973668065,0.595238095,0.5,0.404761905,0.095238095,0.357142857,2.8,-0.057433128,-0.650361886,-1.284865022,0.352299219,0.783333333,0.603333333,0.63,0.705,0.77,0.513333333,-1.029619417,1.029619417,2.708050201,3.737669618,0,2,15,0,42,0,0,15,0.466666667,-0.45421195,-0.020790258,0,0,0,0,0,0.614298701,-0.030708053,-0.403904855,0.304194116,0,0,0,0,0
928,0.994538682,0.543478261,0.5,0.456521739,0.043478261,0.065217391,15.33333333,-0.7375307,-1.015869625,-1.294208551,0.278338926,0.943333333,0.811666667,0.946666667,0.9,0.811666667,0.811666667,-2.730029108,2.730029108,1.098612289,3.828641396,1,2,3,0,46,0,0,2,0.75,-0.601247451,-0.159783493,0,0,0,0.5,2,0.548743538,0.292762474,0.03678141,0.255981064,2,2,2,0,2
929,1,0.5,0.5,0.5,0,0.042857143,23.33333333,-0.28238969,-0.351058138,-0.447289574,0.070084623,0.566666667,0.645833333,0.470833333,0.608333333,0.7,0.645833333,-3.149882953,3.149882953,1.098612289,4.248495242,0,2,3,0,70,0,0,3,0.333333333,-0.335828304,-0.002470871,0,0,0,0,0,0.01021122,-0.006185943,-0.034906894,0.020376749,0,0,0,0,0
931,0.998096392,0.525679758,0.5,0.474320242,0.025679758,0.004531722,220.6666667,0.099267244,0.023198446,-0.084670782,0.078386861,0.521418432,0.516554291,0.507645688,0.566652402,0.554941725,0.527160352,-5.396653267,5.396653267,1.098612289,6.495265556,0,2,3,0,662,0,0,3,1,-0.204148531,0.104849763,0,0,0,0,0,0.383765876,0.115425815,-0.384312421,0.353689981,0,0,0,0,0
932,0.989587521,0.56,0.5,0.44,0.06,0.5,2,1.922143092,-1.006901844,-1.357404947,0.518918289,0.523939394,0.662121212,0.757979798,0.414646465,0.492121212,0.471111111,-0.693147181,0.693147181,3.912023005,4.605170186,0,2,50,0,100,0,0,50,0.74,0.052848101,-0.78772527,0,0,0,0,0,1.486401439,0.104038292,-0.361012995,0.276071909,0,0,0,0,0
933,0.994406653,0.544,0.5,0.456,0.044,0.1,10,2.228666452,-0.952864315,-1.315656737,0.721098069,0.619205128,0.761769231,0.764666667,0.569230769,0.6695,0.576128205,-2.302585093,2.302585093,3.218875825,5.521460918,0,2,25,0,250,0,0,25,0.8,-0.327231169,-0.484846801,0,0,0,0,0,1.377277732,0.122352345,-0.165034831,0.305283828,0,0,0,0,0
934,0.762812298,0.778546713,0.5,0.221453287,0.278546713,0.00432526,231.2,85.81969088,85.81969088,85.81969088,0,0.931701649,0.924752624,0.932526237,0.931686657,0.892766117,0.77856072,-5.443283137,5.443283137,1.609437912,7.052721049,4,2,5,0,1156,0,0,1,0.820512821,46.74940031,-5.059865115,0,0,0,4,0.25,7.341202786,7.341202786,7.341202786,0,17,9.5,2,7.5,38
935,0.989587521,0.56,0.5,0.44,0.06,0.04,25,-0.902868771,-1.181978541,-1.305979848,0.10400075,0.716,0.744,0.836,0.68,0.696,0.56,-3.218875825,3.218875825,2.302585093,5.521460918,0,2,10,0,250,0,0,10,0.9,-0.829623938,0.039734572,0,0,0,0,0,0.19251357,0.00527625,-0.1908077,0.111438894,0,0,0,0,0
936,0.994406653,0.544,0.5,0.456,0.044,0.02,50,1.469487246,-0.76368603,-1.30311501,0.824929054,0.718234494,0.685992797,0.841814326,0.637945578,0.624061625,0.526008003,-3.912023005,3.912023005,2.302585093,6.214608098,0,2,10,0,500,0,0,10,0.7,-0.286229849,-0.566890776,0,0,0,0,0,1.281335831,0.158686557,-0.154886335,0.43766149,0,0,0,0,0
937,0.988148956,0.564,0.5,0.436,0.064,0.1,10,3.532318544,-1.063749402,-1.284632087,0.717530119,0.533877551,0.601777511,0.820162465,0.627979992,0.636022409,0.560011204,-2.302585093,2.302585093,3.912023005,6.214608098,0,2,50,0,500,0,0,50,0.88,0.519499302,0.857435167,0,0,0,0,0,1.736939073,0.07851403,-0.082736969,0.275594909,0,0,0,0,0
938,0.993447238,0.547619048,0.5,0.452380952,0.047619048,0.214285714,4.666666667,28.56972661,6.640947536,-0.459497961,9.276919706,0.775,0.568333333,0.86,0.955,0.535,0.546666667,-1.540445041,1.540445041,2.197224577,3.737669618,1,2,9,0,42,0,0,8,0.352941176,1.649300698,-1.150372422,0,0,0,0.125,8,5.252569518,2.110097077,0.720417937,1.452478644,26,26,26,0,26
941,0.998363673,0.523809524,0.5,0.476190476,0.023809524,0.047619048,21,2.30918091,1.438811434,0.568441957,0.870369476,0.741520468,0.835964912,0.793859649,0.825438596,0.830994152,0.486842105,-3.044522438,3.044522438,2.197224577,5.241747015,7,2,9,0,189,0,0,2,0.434782609,0.287673805,-0.666993794,0,0,0,3.5,0.285714286,1.390855138,1.053647138,0.716439138,0.337208,6,3,2,1.414213562,21
942,0.998845536,0.52,0.5,0.48,0.02,0.06,16.66666667,0.354430721,-0.477994599,-1.31041992,0.832425321,0.64,0.511666667,0.583333333,0.631666667,0.596666667,0.553333333,-2.813410717,2.813410717,1.098612289,3.912023005,1,2,3,0,50,0,0,2,0.636363636,-0.279664441,0.092087361,0,0,0,0.5,2,-0.040370728,-0.077420175,-0.114469622,0.037049447,9,9,9,0,9
943,0.999064932,0.518,0.5,0.482,0.018,0.02,50,-1.087220907,-1.18075403,-1.274683151,0.051745987,0.763941577,0.688255302,0.796186475,0.840028011,0.856028011,0.503883153,-3.912023005,3.912023005,2.302585093,6.214608098,0,2,10,0,500,0,0,10,1,-0.403179407,0.011275463,0,0,0,0,0,0.054937553,-0.03092733,-0.097534195,0.051593813,0,0,0,0,0
945,0.998000884,0.526315789,0.5,0.473684211,0.026315789,0.078947368,12.66666667,3.449392085,0.68622144,-1.201663202,1.997110081,0.789285714,0.660714286,0.741071429,0.6875,0.716071429,0.660714286,-2.538973871,2.538973871,1.791759469,4.33073334,3,2,6,0,76,0,0,3,0.636363636,-0.598704914,-0.491719438,0,0,0,1,1,1.968043555,0.410603437,-0.736233243,1.14155585,4,2.666666667,2,0.942809042,8
946,0.999627371,0.511363636,0.5,0.488636364,0.011363636,0.022727273,44,-1.265378237,-1.343222618,-1.421066999,0.077844381,0.477222222,0.488888889,0.557222222,0.523611111,0.546111111,0.526388889,-3.784189634,3.784189634,0.693147181,4.477336814,0,2,2,0,88,0,0,2,1,-0.826859236,0.162704617,0,0,0,0,0,0.335986346,0.29798308,0.259979814,0.038003266,0,0,0,0,0
947,0.255585567,0.95706619,0.5,0.04293381,0.45706619,0.007155635,139.75,104.0734339,33.94588772,-1.214285714,49.58772589,0.96784689,0.978564593,0.96060663,0.980382775,0.833625541,0.957194122,-4.939855112,4.939855112,1.386294361,6.326149473,1,2,4,0,559,0,0,3,0.760869565,37.39714339,4.42866541,0,0,0,0.333333333,3,9.600138609,3.339807924,6.36E-18,4.430030491,43,43,43,0,43
948,0.991223253,0.555096419,0.5,0.444903581,0.055096419,0.00137741,726,10.76923752,3.048028151,-0.816184998,5.459720297,0.51656473,0.544087666,0.505067108,0.558753823,0.553682467,0.544087666,-6.587550015,6.587550015,1.098612289,7.686162303,0,2,3,0,2178,0,0,3,1,0.833331585,0.839292943,0,0,0,0,0,3.273695707,0.820768575,-0.857283056,1.773240051,0,0,0,0,0
949,0.592333003,0.856887299,0.5,0.143112701,0.356887299,0.007155635,139.75,105.838133,34.53412077,-1.214285714,50.419612,0.826396104,0.856883117,0.838896104,0.862175325,0.461493506,0.856883117,-4.939855112,4.939855112,1.386294361,6.326149473,1,2,4,0,559,0,0,3,0.760869565,38.36501778,4.484362808,0,0,0,0.333333333,3,9.651290781,3.356858648,6.36E-18,4.454125946,43,43,43,0,43
950,0.21401924,0.966010733,0.5,0.033989267,0.466010733,0.007155635,139.75,105.838133,34.53412077,-1.214285714,50.419612,0.982077922,0.987467532,0.978441558,0.989253247,0.903311688,0.966038961,-4.939855112,4.939855112,1.386294361,6.326149473,1,2,4,0,559,0,0,3,0.760869565,38.36501778,4.484362808,0,0,0,0.333333333,3,9.651290781,3.356858648,6.36E-18,4.454125946,43,43,43,0,43
951,0.159350063,0.976744186,0.5,0.023255814,0.476744186,0.007155635,139.75,104.0734339,33.94588772,-1.214285714,49.58772589,1,0.998181818,0.998181818,0.99291866,1,0.976843814,-4.939855112,4.939855112,1.386294361,6.326149473,1,2,4,0,559,0,0,3,0.760869565,37.39714339,4.42866541,0,0,0,0.333333333,3,9.600138609,3.339807924,6.36E-18,4.430030491,43,43,43,0,43
952,2.176533992,0.355140187,0.166666667,0.042056075,0.12687774,0.042056075,23.77777778,53.39232817,9.650634141,-0.428701367,15.82820127,0.704122906,0.44617636,0.682144426,0.653881674,0.444190978,0.350880231,-3.168751438,3.168751438,2.197224577,5.365976015,0,6,9,0,214,0,0,9,0.666666667,2.539951324,0.432226181,0,0,0,0,0,6.505636692,1.640987876,-1.14446485,2.165862704,0,0,0,0,0
953,0.998978994,0.518808777,0.5,0.481191223,0.018808777,0.018808777,53.16666667,0,0,0,0,0.791228381,0.819754324,0.946377752,0.941379717,0.538938679,0.518808962,-3.973431634,3.973431634,4.094344562,8.067776196,60,2,60,0,3190,0,0,0,0.56445993,-0.602539102,0.09924013,0,0,0,0,0,0,0,0,0,6,4.783333333,4,0.486198405,287
954,0.480236526,0.896421846,0.5,0.103578154,0.396421846,0.190207156,5.257425743,17.83468454,5.651429595,-3,4.886249579,0.932372467,0.911469924,0.943698597,0.890781057,0.830457453,0.896548944,-1.659641504,1.659641504,4.615120517,6.274762021,1,2,101,0,531,0,0,100,0.067307692,6.37612059,2.395667121,0,0,0,0.01,100,3.866346246,0.958229972,-1.762298548,1.77115931,4,4,4,0,4
955,0.928940032,0.655629139,0.5,0.344370861,0.155629139,0.033112583,30.2,-0.375548346,-0.6852522,-1.155816622,0.338242257,0.776547619,0.648452381,0.795595238,0.675178571,0.727678571,0.668392857,-3.407841924,3.407841924,1.609437912,5.017279837,2,2,5,0,151,0,0,3,0.714285714,-1.055297012,0.137322991,0,0,0,0.666666667,1.5,0.86149873,0.448870305,-0.008229998,0.356455071,2,2,2,0,4
956,0.905200297,0.679245283,0.5,0.320754717,0.179245283,0.537735849,1.859649123,0,0,0,0,0.599848485,0.680606061,0.459090909,0.633181818,0.717424242,0.680606061,-0.620387826,0.620387826,4.043051268,4.663439094,57,2,57,0,106,0,0,0,0.336283186,-0.343005807,0.575047229,0,0,0,0,0,0,0,0,0,4,3.964912281,2,0.262572448,226
958,0.591672779,0.857142857,0.5,0.142857143,0.357142857,0.008225108,121.5789474,338.4846089,36.25067792,-3,87.96566332,0.996969697,0.883116883,0.993506494,0.980952381,0.827705628,0.857142857,-4.800563824,4.800563824,2.944438979,7.745002804,0,2,19,0,2310,0,0,19,0.526315789,-0.384955406,0.864197373,0,0,0,0,0,16.88995552,3.144128094,-0.884785771,4.646399689,0,0,0,0,0
959,0.918295834,0.666666667,0.5,0.333333333,0.166666667,0.000617284,1620,0,0,0,0,0.923842593,1,1,0.666666667,1,0.666666667,-7.390181428,7.390181428,2.079441542,9.46962297,8,2,8,0,12960,0,0,0,0.666666667,-2,6.98E-18,0,0,0,0,0,0,0,0,0,5,3.375,2,0.856956825,27
962,0.468995594,0.9,0.5,0.1,0.4,0.003,333.3333333,0.076297063,-0.537895987,-1.038760534,0.377207056,0.998,0.949,0.997,0.998,0.9985,0.9,-5.80914299,5.80914299,1.791759469,7.60090246,0,2,6,0,2000,0,0,6,0.5,-1.156086445,0.01698835,0,0,0,0,0,1.007726192,0.531168324,-0.062789634,0.334673702,0,0,0,0,0
964,0.918295834,0.666666667,0.5,0.333333333,0.166666667,0.611111111,1.636363636,4.855055494,-0.116089321,-3,1.420130464,0.728333333,0.83,0.813333333,0.728333333,0.926666667,0.67,-0.492476485,0.492476485,3.091042453,3.583518938,1,2,22,0,36,0,0,21,0.52,-0.962381457,-0.56485293,0,0,0,0.047619048,21,2.129628724,0.466678933,-0.482002251,0.598846351,4,4,4,0,4
965,0.974319721,0.594059406,0.5,0.405940594,0.094059406,0.158415842,6.3125,1.067462789,1.067462789,1.067462789,0,1,1,1,0.96,0.99,0.544545455,-1.842531795,1.842531795,2.772588722,4.615120517,15,2,16,0,101,0,0,1,0.322580645,-1.663408004,-0.291221511,0,0,0,15,0.066666667,0.715141739,0.715141739,0.715141739,0,2,2,2,0,30
969,0.918295834,0.666666667,0.5,0.333333333,0.166666667,0.026666667,37.5,0.241442919,-0.76568265,-1.395359804,0.665602139,1,1,1,1,1,0.92,-3.624340933,3.624340933,1.386294361,5.010635294,0,2,4,0,150,0,0,4,0.5,-1.367664337,-0.26016587,0,0,0,0,0,0.330702811,0.066700071,-0.271711767,0.261433681,0,0,0,0,0
970,0.955846502,0.623067776,0.5,0.376932224,0.123067776,0.083234245,12.01428571,21.09857557,2.338001055,-0.792696953,3.612692809,0.994046944,0.856149641,0.945317067,0.996470588,0.989298707,0.623077858,-2.486096418,2.486096418,4.248495242,6.73459166,0,2,70,0,841,0,0,70,0.814285714,-1.034485102,-0.266670346,0,0,0,0,0,4.079893589,1.112712952,-0.04063626,0.676603001,0,0,0,0,0
971,0.468995594,0.9,0.5,0.1,0.4,0.038,26.31578947,1.986938712,0.11571058,-1.125465989,0.63272344,0.9985,0.9785,0.9885,0.9985,0.9945,0.9,-3.270169119,3.270169119,4.33073334,7.60090246,0,2,76,0,2000,0,0,76,0.763157895,-0.63745904,0.416411191,0,0,0,0,0,1.029212356,0.544292161,-0.120534241,0.247355552,0,0,0,0,0
973,0.970289538,0.601123596,0.5,0.398876404,0.101123596,0.073033708,13.69230769,2.012806301,-0.026964602,-1.089675426,0.873105889,0.94375645,0.909769522,0.92120743,0.983333333,0.960130719,0.601031992,-2.616834193,2.616834193,2.564949357,5.18178355,0,2,13,0,178,0,0,13,0.769230769,-1.253902197,-0.100623973,0,0,0,0,0,1.088914871,0.347210755,-0.304689825,0.45097868,0,0,0,0,0
974,0.962412735,0.613636364,0.5,0.386363636,0.113636364,0.03030303,33,-0.37650618,-0.657379881,-1.500000119,0.486487022,0.719487179,0.56,0.719487179,0.631282051,0.615897436,0.613846154,-3.496507561,3.496507561,1.386294361,4.882801923,0,2,4,0,132,0,0,4,1,-0.560750008,0.104509547,0,0,0,0,0,0.738133967,0.553600399,-7.22E-09,0.319621343,0,0,0,0,0
976,0.639148479,0.837968075,0.5,0.162031925,0.337968075,0.001405481,711.5,3.792741776,-0.037769336,-0.863969803,1.092217891,0.997992571,0.837968326,0.969983932,0.953318159,0.961448177,0.837968326,-6.567375418,6.567375418,2.63905733,9.206432747,0,2,14,0,9961,0,0,14,0.714285714,-1.117300153,-0.053707302,0,0,0,0,0,1.696630359,0.109820172,-0.377788186,0.504222525,0,0,0,0,0
977,0.245264519,0.95935,0.5,0.04065,0.45935,0.0008,1250,2.074427384,0.697263458,-0.421373982,0.670751004,0.9983499,0.959350069,0.992850124,0.96749997,0.973250196,0.959350069,-7.13089883,7.13089883,2.772588722,9.903487553,0,2,16,0,20000,0,0,16,0.75,-0.388207912,0.033800039,0,0,0,0,0,1.159888148,0.290275264,-0.310055852,0.455196401,0,0,0,0,0
978,0.468995594,0.9,0.5,0.1,0.4,0.108,9.259259259,1.694037437,-0.317399336,-1.388848709,0.538617393,0.9955,0.9795,0.9865,0.995,0.952,0.9,-2.225624052,2.225624052,5.375278408,7.60090246,0,2,216,0,2000,0,0,216,0.138888889,-0.961653471,-0.028900011,0,0,0,0,0,0.862423122,0.027539848,-1.073018312,0.424303618,0,0,0,0,0
979,0.923279379,0.6616,0.5,0.3384,0.1616,0.008,125,0.149257624,-0.197420915,-0.679572582,0.259657243,0.78799527,0.746798002,0.804388499,0.849600549,0.856196969,0.661600258,-4.828313737,4.828313737,3.688879454,8.517193191,0,2,40,0,5000,0,0,40,0.85,-1.07532537,0.028365865,0,0,0,0,0,0.271955431,0.03545762,-0.271949261,0.118019181,0,0,0,0,0
980,0.474610786,0.898220641,0.5,0.101779359,0.398220641,0.0113879,87.8125,2805.001221,163.0465562,-3,475.1536194,0.994306679,0.898221144,0.974021956,0.982920664,0.544655008,0.898221144,-4.47520386,4.47520386,4.158883083,8.634086943,0,2,64,0,5620,0,0,64,0.65625,0.416008472,0.26107654,0,0,0,0,0,52.98114395,5.279426815,-1.30264461,11.07652983,0,0,0,0,0
983,0.984577011,0.572980312,0.5,0.427019688,0.072980312,0.00610998,163.6666667,2.120951534,0.588093715,-0.944764104,1.532857819,0.602855329,0.581169358,0.653770712,0.643584765,0.617136699,0.594071609,-5.097831839,5.097831839,2.197224577,7.295056416,7,2,9,0,1473,0,0,2,0.541666667,-0.039609906,0.576421248,0,0,0,3.5,0.285714286,1.265435193,0.760811587,0.256187982,0.504623606,4,3.142857143,2,0.989743319,22
987,0.634309555,0.84,0.5,0.16,0.34,0.044,22.72727273,30.51748497,3.931372431,-1.2000096,7.711814501,0.928,1,1,1,1,0.84,-3.123565645,3.123565645,3.091042453,6.214608098,2,2,22,0,500,0,0,20,0.5,-0.619427206,-0.618085248,0,0,0,0.1,10,4.321749128,1.171993395,-0.068054657,1.100865027,15,8,1,7,16
988,0.963535984,0.611940299,0.5,0.388059701,0.111940299,0.223880597,4.466666667,56.61039817,17.73168704,2.013016536,15.02330303,0.796428571,0.77797619,0.711309524,0.674404762,0.720238095,0.614880952,-1.496642418,1.496642418,2.708050201,4.204692619,1,2,15,0,67,0,0,14,0.375,5.270490708,-2.404606611,0,0,0,0.071428571,14,7.500130269,3.556698649,1.673759103,1.487907924,2,2,2,0,2
991,0.881007754,0.700231481,0.5,0.299768519,0.200231481,0.003472222,288,0,0,0,0,0.828693373,0.700235247,0.990748084,0.947906305,0.855256083,0.700235247,-5.66296048,5.66296048,1.791759469,7.454719949,6,2,6,0,1728,0,0,0,0.714285714,-1.2231648,0.055820528,0,0,0,0,0,0,0,0,0,4,3.5,3,0.5,21
994,0.82323015,0.742316785,0.5,0.257683215,0.242316785,0.021276596,47,58.02393723,5.115651428,-0.979781866,14.73492739,0.972771084,0.735279943,0.956187101,0.968178597,0.793323884,0.761247342,-3.850147602,3.850147602,2.890371758,6.74051936,0,2,18,0,846,0,0,18,0.388888889,-0.978675127,-0.368951887,0,0,0,0,0,6.766369343,1.03973006,-0.225939855,1.648921893,0,0,0,0,0
995,0.468995594,0.9,0.5,0.1,0.4,0.0235,42.55319149,4.356182422,0.730559926,-0.991933346,1.403124356,0.9925,0.9765,0.98,0.994,0.9245,0.9,-3.750754858,3.750754858,3.850147602,7.60090246,0,2,47,0,2000,0,0,47,0.340425532,-0.053252935,-0.254941016,0,0,0,0,0,1.793253064,0.790236825,0.005487389,0.482084203,0,0,0,0,0
996,0.938575089,0.644859813,0.5,0.355140187,0.144859813,0.042056075,23.77777778,53.39232817,9.650634141,-0.428701367,15.82820127,0.790064935,0.701255411,0.748506494,0.682619048,0.608787879,0.645151515,-3.168751438,3.168751438,2.197224577,5.365976015,0,2,9,0,214,0,0,9,0.666666667,2.539951324,0.432226181,0,0,0,0,0,6.505636692,1.640987876,-1.14446485,2.165862704,0,0,0,0,0
997,0.995561641,0.5392,0.5,0.4608,0.0392,0.0064,156.25,-1.299999785,-1.299999812,-1.299999821,1.55E-08,0.873668925,0.613151268,0.852801071,0.952121578,0.956883483,0.668911637,-5.051457289,5.051457289,1.386294361,6.43775165,0,2,4,0,625,0,0,4,1,-1.300000429,-4.58E-09,0,0,0,0,0,7.63E-09,1.14E-09,-6.10E-09,4.99E-09,0,0,0,0,0
